meanfreq,sd,meanfun,minfun,maxfun,label
0.085150614,0.079647772,0.109042884,0.02124834,0.275862069,male
0.115618688,0.077059979,0.097562195,0.016309888,0.271186441,male
0.113315913,0.077888214,0.099846007,0.019277108,0.235294118,male
0.119213317,0.078285722,0.104030301,0.018244014,0.271186441,male
0.105493079,0.082376205,0.076737057,0.015984016,0.231884058,male
0.108456021,0.079489194,0.10164205,0.017857143,0.275862069,male
0.099853981,0.080102053,0.106525451,0.015748031,0.266666667,male
0.145026456,0.084038387,0.110126869,0.015763547,0.275862069,male
0.138468277,0.08584757,0.105228296,0.016511868,0.275862069,male
0.09791506,0.085508254,0.101964494,0.015701668,0.266666667,male
0.136481726,0.079757207,0.112680601,0.017204301,0.262295082,male
0.135724315,0.091042903,0.092353505,0.016096579,0.271186441,male
0.105873231,0.08975538,0.102800059,0.016649324,0.271186441,male
0.112636549,0.085917277,0.105633312,0.015825915,0.271186441,male
0.116288598,0.089218425,0.10467605,0.016048144,0.275862069,male
0.11328765,0.084485439,0.107385958,0.018979834,0.262295082,male
0.122448465,0.086267943,0.086613856,0.016194332,0.228571429,male
0.174297912,0.072622833,0.089304959,0.015825915,0.246153846,male
0.164973473,0.072853663,0.079046324,0.016276704,0.258064516,male
0.165807663,0.06985103,0.076995876,0.016359918,0.262295082,male
0.155057253,0.072210044,0.076254855,0.016563147,0.23880597,male
0.170310011,0.073088435,0.073469975,0.01611279,0.262295082,male
0.163180094,0.068044544,0.071791115,0.016376663,0.258064516,male
0.161740724,0.071970795,0.077556611,0.016243655,0.253968254,male
0.160984675,0.071163182,0.07147436,0.016276704,0.262295082,male
0.169875811,0.073346074,0.06851771,0.016326531,0.228571429,male
0.171829295,0.071932805,0.089869829,0.015904573,0.275862069,male
0.168957754,0.072075464,0.108794682,0.034707158,0.19047619,male
0.166469398,0.077571464,0.10337593,0.017167382,0.275862069,male
0.147872771,0.087380251,0.093395001,0.02,0.25,male
0.148742418,0.086259927,0.110761256,0.019851117,0.275862069,male
0.138676549,0.088189211,0.107189384,0.024096386,0.275862069,male
0.150704949,0.087127145,0.109991594,0.017259978,0.266666667,male
0.154305636,0.084789505,0.107986273,0.017353579,0.271186441,male
0.154811854,0.083201832,0.102819841,0.018120045,0.262295082,male
0.16710528,0.074807149,0.087281373,0.01849711,0.231884058,male
0.18881488,0.070484528,0.090938686,0.015701668,0.262295082,male
0.134961588,0.062047084,0.086565344,0.016276704,0.275862069,male
0.142010214,0.067119378,0.0885115,0.016666667,0.262295082,male
0.141046606,0.065363307,0.078778277,0.017334778,0.271186441,male
0.146683933,0.066241093,0.112567705,0.021768707,0.275862069,male
0.134105721,0.064398543,0.093559813,0.015732547,0.271186441,male
0.137295009,0.065283349,0.108234304,0.03960396,0.271186441,male
0.141913032,0.064111088,0.095088742,0.018390805,0.228571429,male
0.139332701,0.063610933,0.10551044,0.021563342,0.271186441,male
0.134991571,0.063945217,0.084462071,0.016064257,0.258064516,male
0.145020841,0.067298316,0.097881272,0.016309888,0.271186441,male
0.111692076,0.079744523,0.124566869,0.016842105,0.253968254,male
0.13343119,0.075590049,0.122605478,0.016177958,0.225352113,male
0.110682668,0.077645524,0.142061738,0.020434227,0.271186441,male
0.12833735,0.083162523,0.110157455,0.017094017,0.228571429,male
0.133594832,0.077515036,0.108599869,0.033057851,0.246153846,male
0.128461597,0.077023594,0.127453139,0.015670911,0.275862069,male
0.118850224,0.077088647,0.098098371,0.016806723,0.275862069,male
0.141909368,0.076153546,0.119752213,0.015763547,0.253968254,male
0.113763716,0.076831871,0.114735753,0.016016016,0.258064516,male
0.150862475,0.074831191,0.12404485,0.025477707,0.23880597,male
0.137313249,0.077583497,0.085121905,0.016064257,0.202531646,male
0.14452357,0.076059305,0.085836574,0.02165088,0.117647059,male
0.14553057,0.078547345,0.091389336,0.015701668,0.258064516,male
0.138794665,0.074472801,0.094506486,0.01862631,0.271186441,male
0.149095716,0.073902942,0.091532956,0.025316456,0.275862069,male
0.145027257,0.080244027,0.093466964,0.016016016,0.275862069,male
0.149560766,0.076884563,0.088958571,0.017241379,0.235294118,male
0.148974343,0.077394775,0.106672485,0.017204301,0.275862069,male
0.159905387,0.077485227,0.09279642,0.015952144,0.262295082,male
0.146143734,0.07324903,0.091649674,0.018038331,0.258064516,male
0.171766033,0.064629033,0.127429903,0.01760176,0.25,male
0.15350374,0.074293323,0.119785476,0.01953602,0.25,male
0.168304611,0.073633876,0.120378404,0.015920398,0.262295082,male
0.149826808,0.079581022,0.119850534,0.017167382,0.266666667,male
0.183792891,0.061166924,0.113753961,0.016546019,0.192771084,male
0.149192173,0.083124851,0.121152448,0.016194332,0.253968254,male
0.155399607,0.082614964,0.115707012,0.051118211,0.275862069,male
0.167347485,0.071740285,0.104838601,0.022503516,0.25,male
0.166612681,0.0681551,0.093217678,0.017857143,0.25,male
0.149992574,0.077528741,0.107671949,0.018038331,0.228571429,male
0.173168212,0.068850495,0.109007947,0.016511868,0.161616162,male
0.177641969,0.059645697,0.120185312,0.018957346,0.271186441,male
0.173184406,0.063167166,0.116418828,0.020304569,0.258064516,male
0.163668455,0.065648322,0.107101023,0.024615385,0.175824176,male
0.185592179,0.061366361,0.117564991,0.015779093,0.271186441,male
0.163194494,0.067450939,0.103155717,0.032193159,0.25,male
0.174940014,0.061581331,0.111500811,0.018518519,0.275862069,male
0.177702059,0.061281506,0.110489616,0.03652968,0.258064516,male
0.18863689,0.064048348,0.1162977,0.021108179,0.25,male
0.178219896,0.064001821,0.113219253,0.017148982,0.253968254,male
0.174805537,0.061148638,0.105127842,0.015779093,0.231884058,male
0.09942441,0.071471619,0.105464546,0.018018018,0.266666667,male
0.124061766,0.080143375,0.116307881,0.016528926,0.262295082,male
0.116339979,0.077253787,0.118942818,0.019253911,0.271186441,male
0.128032883,0.074462163,0.102381648,0.015857284,0.228571429,male
0.124882635,0.077807833,0.116250896,0.017410229,0.258064516,male
0.136521092,0.078629766,0.119859246,0.016546019,0.266666667,male
0.213732372,0.057704739,0.133667303,0.028318584,0.253968254,male
0.120882625,0.081620123,0.115930282,0.01992528,0.266666667,male
0.130656208,0.079523002,0.115236925,0.017738359,0.266666667,male
0.141769238,0.076514177,0.116389636,0.017486339,0.258064516,male
0.110820255,0.07953962,0.127758009,0.015763547,0.271186441,male
0.11342045,0.080005534,0.104196607,0.016194332,0.231884058,male
0.117323088,0.07819531,0.114502957,0.015920398,0.266666667,male
0.122911112,0.07486789,0.121770478,0.016666667,0.275862069,male
0.122217801,0.079697128,0.124953945,0.017877095,0.275862069,male
0.120109581,0.084088004,0.105699612,0.015686275,0.25,male
0.130000829,0.079187198,0.111934436,0.015888779,0.246153846,male
0.122232696,0.07466914,0.103553279,0.016771488,0.262295082,male
0.110310689,0.077134252,0.092951583,0.01750547,0.275862069,male
0.108406689,0.069611044,0.1068484,0.022695035,0.275862069,male
0.125249217,0.092349531,0.102682997,0.016842105,0.275862069,male
0.118448743,0.08571264,0.093241236,0.016859852,0.275862069,male
0.13752338,0.088724769,0.090139595,0.016427105,0.228571429,male
0.12000782,0.086558579,0.078679259,0.016326531,0.266666667,male
0.124189517,0.088595688,0.084082999,0.019300362,0.225352113,male
0.134334619,0.088072012,0.097809228,0.016546019,0.231884058,male
0.12662555,0.08827796,0.089230053,0.016293279,0.275862069,male
0.130311596,0.084917584,0.10547396,0.01953602,0.275862069,male
0.131091216,0.087340508,0.097032068,0.020915033,0.266666667,male
0.11251649,0.089503769,0.075519406,0.016096579,0.262295082,male
0.22438235,0.048546691,0.138001752,0.03187251,0.275862069,male
0.221101809,0.047604076,0.116978002,0.025764895,0.262295082,male
0.219193733,0.046844572,0.118713194,0.015640274,0.219178082,male
0.22018978,0.049785082,0.127353312,0.01849711,0.253968254,male
0.225582198,0.046058641,0.126859663,0.054982818,0.266666667,male
0.223091747,0.044697106,0.125254632,0.045325779,0.258064516,male
0.222858593,0.047352769,0.126727961,0.016546019,0.266666667,male
0.225012418,0.048523981,0.121583422,0.019300362,0.271186441,male
0.220832089,0.044108538,0.110793747,0.017877095,0.25,male
0.221884893,0.047789168,0.124419922,0.021828104,0.242424242,male
0.146479688,0.071869843,0.094742647,0.018890201,0.262295082,male
0.15039608,0.074238771,0.115597788,0.018058691,0.271186441,male
0.140897429,0.073719202,0.0979793,0.02359882,0.219178082,male
0.143251918,0.070689001,0.118827792,0.049230769,0.275862069,male
0.142018091,0.071382893,0.10893172,0.016460905,0.275862069,male
0.145987971,0.073631192,0.116721308,0.015857284,0.266666667,male
0.14000801,0.072243679,0.118013237,0.015952144,0.275862069,male
0.138607883,0.071198956,0.104231424,0.015794669,0.266666667,male
0.143060223,0.071636636,0.098502253,0.016842105,0.262295082,male
0.151400509,0.075804943,0.104354191,0.030245747,0.275862069,male
0.166702184,0.072070276,0.114927321,0.025,0.275862069,male
0.163451395,0.074010288,0.108934973,0.018223235,0.222222222,male
0.159683888,0.072785194,0.12324008,0.03125,0.253968254,male
0.16678335,0.071761883,0.108613476,0.016293279,0.246153846,male
0.165367602,0.07497721,0.118108982,0.03125,0.262295082,male
0.167167998,0.071987313,0.108212247,0.020592021,0.258064516,male
0.165822739,0.076977674,0.129391732,0.017758047,0.246153846,male
0.169675292,0.073016831,0.122059316,0.043360434,0.246153846,male
0.165044969,0.076172911,0.102041517,0.026058632,0.23880597,male
0.167060104,0.073204401,0.116107582,0.015841584,0.271186441,male
0.169344454,0.068844085,0.113350423,0.020618557,0.225352113,male
0.161393393,0.066491136,0.115719958,0.018223235,0.23880597,male
0.176991992,0.058681185,0.136280508,0.017563117,0.23880597,male
0.171409391,0.062124503,0.129018187,0.016145308,0.271186441,male
0.075700986,0.089598687,0.106944051,0.016194332,0.262295082,male
0.048254075,0.070167421,0.100127496,0.016718913,0.275862069,male
0.059645487,0.072836543,0.104004298,0.015779093,0.266666667,male
0.0974639,0.093730583,0.089682102,0.01621074,0.275862069,male
0.062182312,0.087889404,0.099776155,0.017112299,0.258064516,male
0.080571283,0.091954283,0.092097775,0.015748031,0.25,male
0.079368866,0.088650147,0.095733413,0.016194332,0.25,male
0.084806545,0.090035605,0.094070741,0.016260163,0.25,male
0.213732372,0.057704739,0.133667303,0.028318584,0.253968254,male
0.199320526,0.052499212,0.134526931,0.015763547,0.205128205,male
0.198693672,0.04665576,0.147039824,0.055944056,0.25,male
0.201900172,0.048560886,0.149085989,0.018957346,0.253968254,male
0.203616686,0.053489372,0.14223686,0.030131827,0.25,male
0.20963196,0.049309683,0.141019807,0.024205749,0.242424242,male
0.208580698,0.041746994,0.172846703,0.019950125,0.262295082,male
0.195322903,0.057680292,0.123181451,0.016666667,0.271186441,male
0.19320469,0.056826911,0.129796719,0.04494382,0.235294118,male
0.199662153,0.061042119,0.113574337,0.034632035,0.266666667,male
0.196417513,0.057497522,0.132980469,0.03125,0.246153846,male
0.20639286,0.05319705,0.114972379,0.027923211,0.25,male
0.197425728,0.054829339,0.136302006,0.043835616,0.271186441,male
0.205080371,0.056944091,0.116404726,0.017957351,0.266666667,male
0.16138577,0.062619751,0.114009542,0.042735043,0.27027027,male
0.154383414,0.061259933,0.103079486,0.034482759,0.27027027,male
0.152650891,0.061781123,0.093289736,0.04784689,0.15625,male
0.15660551,0.060294839,0.101872414,0.013020833,0.23255814,male
0.157601085,0.061523284,0.109530652,0.014204545,0.243902439,male
0.15701328,0.061556024,0.098984086,0.033670034,0.222222222,male
0.155076464,0.060755109,0.102147539,0.015625,0.277777778,male
0.154977717,0.061426166,0.105191975,0.034246575,0.263157895,male
0.15321848,0.060856473,0.097749411,0.036101083,0.212765957,male
0.152132514,0.061716322,0.090285382,0.046511628,0.113636364,male
0.154433826,0.061416473,0.094672745,0.014204545,0.103092784,male
0.156930643,0.060937993,0.097638658,0.037037037,0.108695652,male
0.158180584,0.061390998,0.10542532,0.025575448,0.243902439,male
0.153900317,0.063619229,0.102589866,0.026525199,0.27027027,male
0.153904875,0.061881884,0.105293312,0.033898305,0.238095238,male
0.154345078,0.06185847,0.100617265,0.049751244,0.277777778,male
0.160862182,0.060496388,0.109945814,0.1,0.277777778,male
0.158373857,0.061827119,0.109042648,0.01984127,0.256410256,male
0.154637161,0.060653573,0.102157537,0.084033613,0.181818182,male
0.158008678,0.061590839,0.103889887,0.05,0.243902439,male
0.158993749,0.061618987,0.110349557,0.011160714,0.27027027,male
0.166103114,0.063618611,0.097767958,0.01953125,0.263157895,male
0.162390897,0.061696543,0.105013553,0.049751244,0.27027027,male
0.164086018,0.061908925,0.111861049,0.051546392,0.27027027,male
0.158466257,0.062491425,0.091152277,0.01953125,0.196078431,male
0.161176008,0.060802897,0.101788259,0.01953125,0.204081633,male
0.158300109,0.062437372,0.088531087,0.034246575,0.14084507,male
0.152752795,0.062387102,0.097181305,0.035087719,0.114942529,male
0.147733874,0.065073233,0.100199952,0.01953125,0.204081633,male
0.145859237,0.066708023,0.108183381,0.02016129,0.277777778,male
0.149611775,0.06178146,0.099571374,0.026041667,0.277777778,male
0.1554347,0.061933541,0.108236746,0.016638935,0.222222222,male
0.159621374,0.062986188,0.093788413,0.032679739,0.243902439,male
0.158040154,0.060639677,0.103934142,0.034013605,0.166666667,male
0.16050064,0.061583008,0.112261708,0.032051282,0.277777778,male
0.158272151,0.060817954,0.112816706,0.0390625,0.277777778,male
0.155595181,0.060241076,0.115249114,0.01953125,0.256410256,male
0.150899012,0.06238292,0.101953312,0.051546392,0.204081633,male
0.151836487,0.061670703,0.100367618,0.01953125,0.25,male
0.155364484,0.061981498,0.104481337,0.048543689,0.256410256,male
0.159510792,0.061074041,0.108776633,0.049751244,0.256410256,male
0.154189575,0.063480076,0.097873823,0.014204545,0.2,male
0.156321176,0.062362243,0.097571882,0.01953125,0.277777778,male
0.153381753,0.070907626,0.097219881,0.019253911,0.155339806,male
0.146756905,0.073094928,0.107671862,0.017003188,0.2,male
0.162613804,0.074552282,0.109029556,0.016477858,0.271186441,male
0.152234573,0.074535626,0.111296787,0.019253911,0.222222222,male
0.165155638,0.071652835,0.120490662,0.017917133,0.253968254,male
0.167755663,0.070338192,0.107117011,0.018867925,0.2,male
0.155535432,0.073815219,0.118677924,0.045070423,0.23880597,male
0.145720764,0.09602993,0.111859289,0.016227181,0.219178082,male
0.139583068,0.078499557,0.09600225,0.027350427,0.168421053,male
0.14513266,0.08151878,0.115785087,0.017563117,0.266666667,male
0.119621592,0.082923999,0.103755729,0.016666667,0.266666667,male
0.133157631,0.077597326,0.119184839,0.021220159,0.262295082,male
0.126735084,0.083492529,0.116695535,0.016666667,0.271186441,male
0.127124646,0.08116746,0.116054338,0.016276704,0.275862069,male
0.132854631,0.084407239,0.103768925,0.016563147,0.271186441,male
0.188716431,0.065911306,0.121784101,0.022955524,0.235294118,male
0.181494959,0.072924703,0.120164608,0.040100251,0.216216216,male
0.192275378,0.060817819,0.11454387,0.016614746,0.210526316,male
0.203082756,0.058875985,0.108870604,0.023426061,0.155339806,male
0.166857556,0.076828672,0.095245529,0.016563147,0.142857143,male
0.187391061,0.059658632,0.098694157,0.027972028,0.14159292,male
0.1940882,0.061379118,0.109249551,0.036781609,0.231884058,male
0.185908157,0.062358943,0.113069508,0.020434227,0.195121951,male
0.178027567,0.070547896,0.1161128,0.020100503,0.275862069,male
0.187952069,0.06585515,0.111374855,0.019704433,0.181818182,male
0.191695426,0.058997581,0.112743575,0.060606061,0.146788991,male
0.18974898,0.068090787,0.116147375,0.02406015,0.231884058,male
0.188408356,0.067271106,0.111736197,0.016376663,0.231884058,male
0.182219021,0.061712988,0.112381362,0.07239819,0.166666667,male
0.187054737,0.063077725,0.110858003,0.018779343,0.275862069,male
0.176775396,0.067905751,0.113349222,0.016824395,0.231884058,male
0.153610337,0.084685127,0.115409809,0.041884817,0.140350877,male
0.187299265,0.064454576,0.120015544,0.040712468,0.235294118,male
0.157271986,0.072215188,0.105101662,0.023289665,0.195121951,male
0.183141691,0.070641854,0.115888707,0.019207683,0.271186441,male
0.201387416,0.059991465,0.105155606,0.016048144,0.136752137,male
0.186237863,0.058856547,0.111048831,0.016614746,0.275862069,male
0.194414169,0.063800268,0.118455516,0.023391813,0.25,male
0.187114496,0.068230254,0.1110752,0.016967126,0.216216216,male
0.180909867,0.062458166,0.115974585,0.03712297,0.235294118,male
0.18857533,0.060862194,0.119043017,0.053872054,0.168421053,male
0.192898668,0.057985511,0.119633074,0.019777503,0.266666667,male
0.190970366,0.060329381,0.113397788,0.038004751,0.186046512,male
0.187092861,0.060564815,0.101645708,0.026578073,0.158415842,male
0.181902624,0.062600005,0.120294222,0.041994751,0.228571429,male
0.160362608,0.078512461,0.114170156,0.023188406,0.275862069,male
0.190526305,0.060946728,0.112360438,0.021276596,0.266666667,male
0.183018208,0.060242369,0.116028443,0.039702233,0.213333333,male
0.190442984,0.061375406,0.120208406,0.019950125,0.23880597,male
0.195946841,0.063271327,0.119255218,0.02919708,0.210526316,male
0.194610652,0.062497419,0.112888871,0.038277512,0.144144144,male
0.193604701,0.061316427,0.126094232,0.041343669,0.271186441,male
0.186411124,0.064737817,0.121836104,0.022408964,0.231884058,male
0.193800839,0.058637468,0.110041639,0.026101142,0.166666667,male
0.167281421,0.077121526,0.111157283,0.01871345,0.222222222,male
0.188100334,0.055735371,0.108469864,0.021304927,0.145454545,male
0.18606423,0.056933349,0.109011188,0.039408867,0.164948454,male
0.186823707,0.057162036,0.105533237,0.032520325,0.23880597,male
0.194143342,0.065477388,0.109372112,0.022130014,0.266666667,male
0.18885973,0.057151006,0.104113715,0.016048144,0.271186441,male
0.175929104,0.067228367,0.104612421,0.021108179,0.16,male
0.193228993,0.060320358,0.110113936,0.01754386,0.228571429,male
0.190071643,0.060714745,0.106557196,0.01862631,0.222222222,male
0.19083691,0.061080163,0.110244194,0.041025641,0.246153846,male
0.194639406,0.060058559,0.115311079,0.026272578,0.231884058,male
0.176457058,0.0777644,0.116569388,0.019900498,0.202531646,male
0.199280687,0.059610348,0.113586324,0.033613445,0.25,male
0.17965912,0.073893445,0.101098101,0.015968064,0.16,male
0.194606313,0.059381333,0.11026494,0.044077135,0.166666667,male
0.204981834,0.0613162,0.120147309,0.01816118,0.231884058,male
0.196425258,0.058822375,0.118526221,0.041237113,0.222222222,male
0.190982605,0.060419377,0.102834659,0.01836969,0.258064516,male
0.193812335,0.059079032,0.107314652,0.051948052,0.139130435,male
0.182306459,0.063664166,0.1079737,0.02946593,0.231884058,male
0.18689803,0.056797212,0.114696057,0.02266289,0.271186441,male
0.189611565,0.059549822,0.109506265,0.028776978,0.16,male
0.186084811,0.062996782,0.101130272,0.023703704,0.181818182,male
0.192133972,0.060480362,0.124619254,0.10738255,0.205128205,male
0.166416082,0.079023022,0.109864803,0.016359918,0.225352113,male
0.199614516,0.0598703,0.110384826,0.024767802,0.150943396,male
0.12945253,0.080859983,0.106217488,0.018539977,0.137931034,male
0.183109873,0.070924936,0.120867692,0.037383178,0.253968254,male
0.195051923,0.059411235,0.115489456,0.039119804,0.231884058,male
0.194983781,0.060560142,0.114290921,0.04519774,0.155339806,male
